检索关键词,岗位名称,省份,城市,薪资原始文本,平均月薪,学历门槛,工作年限要求,企业名称
数据,数据标注,河北,河北省邢台市,2000-6000元/月,4000.0,中专/中技,不限,邢台蓓洁文化传媒有限公司
数据,数据标注,河北,河北省邢台市,2000-6000元/月,4000.0,中专/中技,不限,邢台蓓洁文化传媒有限公司
数据,数据标注,河北,河北省邢台市,3000-4000元/月,3500.0,中专/中技,不限,邢台蓓洁文化传媒有限公司
数据,数据标注,河北,河北省邢台市,3000-4000元/月,3500.0,不限,不限,邢台蓓洁文化传媒有限公司
数据,数据分析,河北,河北省保定市,6000-11000元/月,8500.0,本科,3-5年,长城汽车股份有限公司徐水哈弗销售分公司
数据,数据标注,河北,河北省邢台市,2000-5000元/月,3500.0,中专/中技,不限,邢台佳晟智能科技有限公司
数据,数据专员,河北,河北省石家庄市,4000-5000元/月,4500.0,大专,不限,河北企讯信息技术有限公司
数据,数据专员,河北,河北省廊坊市,6000-8000元/月,7000.0,大专,不限,上海寻梦信息技术有限公司
数据,数据专员,河北,河北省唐山市,4000-5000元/月,4500.0,本科,1-3年,唐山市翼勋农副产品销售有限公司
数据,数据专员,河北,河北省秦皇岛市,3000-4000元/月,3500.0,大专,1-3年,秦皇岛洲顿庄园酒店管理有限公司
数据,数据采集,河北,河北省石家庄市,4000-6000元/月,5000.0,大专,不限,石家庄朗迪信息科技有限公司
数据,数据管家,河北,河北省承德市,4000-5000元/月,4500.0,大专,不限,承德希音商务有限公司
数据,数据标注,河北,河北省衡水市,5000-6000元/月,5500.0,本科,1-3年,河北琛邺卓商贸有限公司
数据,数据采集,河北,河北省石家庄市,80-150元/月,115.0,不限,不限,石家庄朗迪信息科技有限公司
数据,数据开发,河北,河北省石家庄市,1000-260000元/月,130500.0,不限,不限,晋州市三少信息技术咨询工作室
数据,数据仓库,河北,河北省沧州市,4000-5000元/月,4500.0,高中,,任丘市鸣嘉采暖设备有限公司
数据,数据专员,河北,河北省衡水市,5000-8000元/月,6500.0,大专,不限,衡水弘策企业管理咨询有限公司
数据,数据采集,河北,河北省保定市,80-130元/月,105.0,高中,不限,保定知元科技有限公司
数据,数据标注,河北,河北省廊坊市,20-25元/月,22.5,不限,不限,河北鼎联科技有限公司
数据,数据标注,河北,河北省邢台市,3000-4000元/月,3500.0,不限,不限,邢台蓓洁文化传媒有限公司
数据,数据标注,河北,河北省邢台市,3000-4000元/月,3500.0,大专,不限,邢台蓓洁文化传媒有限公司
数据,数据标注,河北,河北省邢台市,3000-6000元/月,4500.0,大专,不限,邢台蓓洁文化传媒有限公司
数据,数据标注,河北,河北省邢台市,3000-4000元/月,3500.0,中专/中技,不限,邢台蓓洁文化传媒有限公司
数据,数据标注,河北,河北省邢台市,3000-4000元/月,3500.0,中专/中技,不限,邢台蓓洁文化传媒有限公司
数据,影像数据标注专员（剪辑与美学方向）,山西,山西省太原市,3000-5000元/月,4000.0,大专,1-3年,山西博阅数据科技有限公司
数据,影像数据标注专员（剪辑与美学方向）,山西,山西省太原市,3000-5000元/月,4000.0,大专,1-3年,山西博阅数据科技有限公司
数据,数据标注员,山西,山西省太原市,3000-5000元/月,4000.0,大专,1-3年,山西博阅数据科技有限公司
数据,数据标注,山西,山西省临汾市,3000-6000元/月,4500.0,大专,不限,山西星辰启航信息科技有限公司
数据,数据标注员,山西,山西省太原市,3000-5000元/月,4000.0,大专,1-3年,山西博阅数据科技有限公司
数据,数据标注,山西,山西省吕梁市,2000-5000元/月,3500.0,中专/中技,不限,吕梁骁骏网络科技有限公司
数据,数据标注,山西,山西省太原市,3000-4000元/月,3500.0,大专,不限,山西数海星科技有限公司
数据,影像数据标注专员（剪辑与美学方向）,山西,山西省太原市,4000-6000元/月,5000.0,大专,1-3年,山西博阅数据科技有限公司
数据,数据标注,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,太原市鸿耀商贸有限公司
数据,数据采集,山西,山西省长治市,3000-4000元/月,3500.0,不限,1-3年,山西鑫云鼎盛科技有限公司
数据,数据标注/AI训练师,山西,山西省晋中市,4000-6000元/月,5000.0,不限,不限,晋中蘑菇数据科技有限公司
数据,ai数据标注员,山西,山西省运城市,3000-6000元/月,4500.0,大专,不限,山西润麒大数据服务有限公司
数据,数据运营,山西,山西省晋城市,3000-5000元/月,4000.0,本科,1-3年,山西节奏科技有限公司
数据,数据标注,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,内蒙古奥顺智斯科技有限公司
数据,数据标注,山西,山西省长治市,3000-5000元/月,4000.0,高中,不限,平顺三木网络科技有限公司
数据,数据标注员,山西,山西省太原市,3000-7000元/月,5000.0,大专,不限,山西数据元素科技有限公司
数据,数据标注 无压力 纯文职,山西,山西省太原市,3000-5000元/月,4000.0,大专,,河北航数科技有限公司
数据,数据标注专员,山西,山西省吕梁市,3000-8000元/月,5500.0,大专,不限,吕梁腾飞数据有限公司
数据,ai数据标注,山西,山西省太原市,3000-4000元/月,3500.0,本科,不限,山西数海星科技有限公司
数据,数据标注,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,内蒙古奥顺智斯科技有限公司
数据,数据标注审核员,山西,山西省临汾市,3000-4000元/月,3500.0,大专,不限,广东岭屿数智科技有限公司
数据,ai数据标注师,山西,山西省晋中市,3000-7000元/月,5000.0,大专,,晋中数臻智能科技有限公司
数据,数据标注,山西,山西省太原市,3000-6000元/月,4500.0,大专,不限,数智园山西科技发展有限公司
数据,数据标注主管,山西,山西省大同市,5000-6000元/月,5500.0,大专,1-3年,山西星尘数智科技有限公司
数据,数据标注员 双休 纯文职,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,河北航数科技有限公司
数据,数据模型算法工程师,山西,山西省太原市,8000-13000元/月,10500.0,硕士,不限,精英数智科技股份有限公司
数据,数据标注专员,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,河北航数科技有限公司
数据,数据标注项目经理,山西,山西省大同市,4000-6000元/月,5000.0,大专,1-3年,山西同数科技有限公司
数据,数据标注专员,山西,山西省大同市,3000-5000元/月,4000.0,中专/中技,不限,山西同数科技有限公司
数据,ai数据标注员,山西,山西省大同市,3000-4000元/月,3500.0,大专,,山西同数科技有限公司
数据,数据分析师,山西,山西省太原市,4000-6000元/月,5000.0,本科,1-3年,山西绿数市场调查有限公司
数据,数据标注专员,山西,山西省大同市,4000-5000元/月,4500.0,高中,,山西星尘数智科技有限公司
数据,数据标注专员,山西,山西省临汾市,4000-5000元/月,4500.0,本科,不限,山西亿数字科技有限公司
数据,ai数据标注员,山西,山西省长治市,2000-3000元/月,2500.0,不限,不限,山西山聚数字科技有限公司
数据,数据标注员移动专员,山西,山西省太原市,3000-6000元/月,4500.0,大专,不限,圆木禾银川大数据科技有限公司
数据,数据标注,山西,山西省晋中市,3000-4000元/月,3500.0,大专,不限,深圳市百川数安科技有限公司
数据,航测内业数据处理工程师,山西,山西省临汾市,5000-6000元/月,5500.0,大专,1-3年,山西阙影数缮发展有限公司
数据,数据标注,山西,山西省阳泉市,3000-4000元/月,3500.0,不限,不限,开元未来湖南科技有限公司
数据,数据标注师（2D拉框）,山西,山西省大同市,3000-5000元/月,4000.0,大专,不限,山西同数科技有限公司
数据,找个数据分析师、纯白班、会做数据的来,山西,山西省长治市,4000-6000元/月,5000.0,大专,,北京鸿联九五信息产业有限公司
数据,数据中心助理检测工程师,山西,山西省长治市,3000-5000元/月,4000.0,大专,不限,山西中数智维技术服务有限公司
数据,数据标注,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,山西财林科技有限公司
数据,数据标注,山西,山西省太原市,3000-4000元/月,3500.0,大专,不限,山西财林科技有限公司
数据,数据标注,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,山西亿泽云科技有限公司
数据,数据标注,山西,山西省大同市,4000-5000元/月,4500.0,大专,不限,上海网萌网络科技有限公司
数据,算法工程师-数据模型,山西,山西省太原市,8000-13000元/月,10500.0,硕士,不限,精英数智科技股份有限公司
数据,数据安全,山西,山西省晋城市,3000-5000元/月,4000.0,本科,不限,山西节奏科技有限公司
数据,算法工程师（数据模型类）,山西,山西省太原市,8000-13000元/月,10500.0,硕士,不限,精英数智科技股份有限公司
数据,数据文员,山西,山西省长治市,3000-4000元/月,3500.0,本科,1-3年,山西爱尚家荣耀装饰装修有限责任公司
数据,数据专员,山西,山西省太原市,3000-4000元/月,3500.0,大专,不限,阳曲县亿家乐板式加工部
数据,数据文员,山西,山西省临汾市,3000-6000元/月,4500.0,大专,不限,宁夏云图致胜科技有限公司
数据,AI大模型数据标注师,山西,山西省晋中市,3000-4000元/月,3500.0,大专,不限,深圳市百川数安科技有限公司
数据,数据标注,山西,山西省太原市,3000-4000元/月,3500.0,大专,不限,内蒙古奥顺智斯科技有限公司
数据,数据运营,山西,山西省晋城市,3000-5000元/月,4000.0,本科,1-3年,晋城市高远信息产业有限公司
数据,数据分析,山西,山西省运城市,3000-4000元/月,3500.0,本科,1-3年,山西启航新程网络科技有限公司
数据,数据分析,山西,山西省运城市,3000-6000元/月,4500.0,高中,,山西启航新程网络科技有限公司
数据,数据分析,山西,山西省运城市,3000-6000元/月,4500.0,高中,,山西启航新程网络科技有限公司
数据,数据分析,山西,山西省运城市,3000-6000元/月,4500.0,高中,,山西启航新程网络科技有限公司
数据,数据标注,山西,山西省临汾市,3000-5000元/月,4000.0,大专,不限,临汾开园智能科技有限公司
数据,数据标注,山西,山西省太原市,3000-6000元/月,4500.0,本科,不限,山西小来网络科技有限公司
数据,数据采集,山西,山西省大同市,3000-6000元/月,4500.0,大专,不限,大同市云创未来科技有限公司
数据,数据专员,山西,山西省长治市,4000-6000元/月,5000.0,大专,,山西鸿联九五信息服务有限公司
数据,数据标注,山西,山西省临汾市,3000-5000元/月,4000.0,中专/中技,不限,临汾灿栩传媒有限公司
数据,数据专员,山西,山西省大同市,4000-5000元/月,4500.0,不限,不限,山西仕骏科技有限公司
数据,数据分析,山西,山西省晋城市,3000-8000元/月,5500.0,大专,不限,山西节奏科技有限公司
数据,数据标注,山西,山西省吕梁市,3000-4000元/月,3500.0,中专/中技,,陕西珞恒智能科技有限公司
数据,数据采集,山西,山西省运城市,2000-4000元/月,3000.0,大专,1-3年,运城经济技术开发区晋运宸网络科技有限公司
数据,数据文员,山西,山西省临汾市,3000-6000元/月,4500.0,大专,不限,宁夏云图致胜科技有限公司
数据,数据专员,山西,山西省太原市,4000-6000元/月,5000.0,本科,3-5年,山西鸣岐医疗管理有限公司
数据,数据中心基础设施电气工程师,山西,山西省大同市,12000-14000元/月,13000.0,大专,3-5年,恒华数字科技集团有限公司
数据,数据分析师,山西,山西省太原市,3000-7000元/月,5000.0,大专,不限,平陆县于乐信息技术咨询服务部个体工商户
数据,数据标注,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,山西星辰启航信息科技有限公司
数据,数据标注,山西,山西省临汾市,2000-6000元/月,4000.0,大专,不限,山西财林科技有限公司
数据,数据分析,山西,山西省运城市,3000-6000元/月,4500.0,高中,,山西启航新程网络科技有限公司
数据,数据分析,山西,山西省运城市,3000-6000元/月,4500.0,大专,1-3年,山西启航新程网络科技有限公司
数据,数据采集,山西,山西省晋城市,3000-8000元/月,5500.0,大专,,晋城市魔芋智竹网络科技有限公司
数据,兼职数据标注，300元/天,山西,山西省大同市,290-300元/月,295.0,不限,,山西星尘数智科技有限公司
数据,数据标注,山西,山西省太原市,3000-5000元/月,4000.0,大专,不限,安徽达仁未来信息科技有限公司
数据,数据标注员,山西,山西省太原市,3000-6000元/月,4500.0,大专,不限,山西达仁信息科技有限公司太原分公司
